Block_ID,HDFS_BW,HDFSTranmissionTime,Mapper_ID,Mapper_VM_MIPS,MapExecutionTime ,MapperBW,MapperTransmissionTime,Reducer_ID,Reducer_VM_MIPS,ReducerExecutionTime ,ReducerBW,ReducerTransmissionTime,Block_ID,Block_BW,BlockTransmissionTime,TransactionTime
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,1.89,43.55,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1488.71
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,4.17,18.03,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2266.44
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,24.04,3.17,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1840.93
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,2.08,40.57,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2238.29
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,2.08,40.57,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1853
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,2.08,40.57,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2326.9
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,2.08,40.57,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1723.09
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,2.08,40.57,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2326.9
HDFS_Block_151,2.68,355.03,mapper150,721277,931.14,2.08,40.57,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1723.09
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,27.27,2.74,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1746.32
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,21.43,3.48,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1175.91
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2019.79
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1609.14
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1969.1
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1583.81
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2057.71
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1453.9
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2057.71
HDFS_Block_222,11.81,80.63,mapper221,722003,932.81,1.86,44.11,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1453.9
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,1.84,44.48,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2064.25
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,1.84,44.48,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1493.1
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,2.02,40.9,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2292.77
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,2.02,40.9,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1882.12
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,2.71,28.17,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2229.35
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,2.71,28.17,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1844.06
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,2.71,28.17,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2317.96
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,2.71,28.17,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1714.15
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,23.08,3.25,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2293.04
HDFS_Block_170,2.68,355.03,mapper169,722750,934.6,23.08,3.25,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1689.23
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,1.84,44.1,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2068.33
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,1.84,44.1,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1497.18
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,2.02,41.54,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2297.87
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,2.02,41.54,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1887.22
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,2.67,29.37,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2235.01
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,2.67,29.37,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1849.72
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,2.67,29.37,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2323.62
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,2.67,29.37,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1719.81
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,15.79,4.74,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2298.99
HDFS_Block_42,2.68,355.03,mapper41,724607,939.06,15.79,4.74,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1695.18
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,27.27,2.75,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1754.61
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,24.04,2.98,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1183.69
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2028.43
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1617.78
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1977.74
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1592.45
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2066.35
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1462.54
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2066.35
HDFS_Block_114,11.81,80.63,mapper113,725453,941.09,1.81,44.47,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1462.54
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,1.85,44.95,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2074.1
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,1.85,44.95,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1502.95
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,2,41.91,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2303.16
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,2,41.91,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1892.51
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,2.67,30.3,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2240.86
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,2.67,30.3,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1855.57
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,2.67,30.3,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2329.47
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,2.67,30.3,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1725.66
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,5.79,13.77,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2312.94
HDFS_Block_180,2.68,355.03,mapper179,726659,943.98,5.79,13.77,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1709.13
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,1.82,45.17,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2074.7
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,1.82,45.17,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1503.55
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,1.96,42.06,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2303.69
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,1.96,42.06,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1893.04
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,2.62,30.33,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2241.27
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,2.62,30.33,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1855.98
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,2.62,30.33,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2329.88
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,2.62,30.33,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1726.07
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,5.67,13.94,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2313.49
HDFS_Block_48,2.68,355.03,mapper47,726818,944.36,5.67,13.94,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1709.68
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,27.27,2.76,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1758
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,20.06,3.95,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1188.04
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2032.4
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1621.75
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1981.71
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1596.42
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2070.32
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1466.51
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2070.32
HDFS_Block_241,11.81,80.63,mapper240,726839,944.47,1.78,45.06,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1466.51
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,1.76,44.91,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2075.3
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,1.76,44.91,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1504.15
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,1.9,42.15,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2304.64
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,1.9,42.15,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1893.99
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,2.54,30.28,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2242.08
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,2.54,30.28,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1856.79
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,2.54,30.28,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2330.69
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,2.54,30.28,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1726.88
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,4,19.86,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2320.27
HDFS_Block_56,2.68,355.03,mapper55,727175,945.22,4,19.86,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1716.46
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,27.27,2.76,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1758.92
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,18.75,4.04,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1189.05
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2033
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1622.35
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1982.31
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1597.02
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2070.92
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1467.11
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2070.92
HDFS_Block_124,11.81,80.63,mapper123,727247,945.39,1.72,44.74,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1467.11
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,27.27,2.76,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1763.08
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,20,3.76,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1192.93
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2037.18
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1626.53
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1986.49
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1601.2
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2075.1
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1471.29
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2075.1
HDFS_Block_227,11.81,80.63,mapper226,728981,949.55,1.68,44.76,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1471.29
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,27.27,2.79,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1769.37
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,21.5,3.54,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1198.97
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2042.63
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1631.98
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1991.94
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1606.65
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2080.55
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1476.74
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2080.55
HDFS_Block_235,11.81,80.63,mapper234,731588,955.81,1.71,43.95,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1476.74
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,1.78,42.45,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2084.09
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,1.78,42.45,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1512.94
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,1.94,39.86,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2313.6
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,1.94,39.86,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1902.95
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,3.7,20.44,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2243.49
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,3.7,20.44,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1858.2
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,15.79,4.68,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2316.34
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,15.79,4.68,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1712.53
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,2.48,31.86,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2343.52
HDFS_Block_40,2.68,355.03,mapper39,731864,956.47,2.48,31.86,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1739.71
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,27.27,2.78,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1770.92
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,20,3.78,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1200.77
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2043.19
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1632.54
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,1992.5
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1607.21
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2081.11
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1477.3
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2081.11
HDFS_Block_78,11.81,80.63,mapper77,732239,957.37,1.78,42.95,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1477.3
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,1.81,43.58,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2094.19
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,1.81,43.58,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1523.04
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,2,39.13,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2321.84
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,2,39.13,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1911.19
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,2.65,28.87,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2260.89
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,2.65,28.87,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1875.6
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,2.65,28.87,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2349.5
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,2.65,28.87,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1745.69
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,6.82,10.93,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2331.56
HDFS_Block_49,2.68,355.03,mapper48,735602,965.44,6.82,10.93,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1727.75
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,27.27,2.75,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,1781.95
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,21.43,3.47,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1211.52
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2055.15
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1644.5
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2004.46
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1619.17
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2093.07
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1489.26
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2093.07
HDFS_Block_226,11.81,80.63,mapper225,736844,968.43,1.74,43.85,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1489.26
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,1.77,43.9,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2106.73
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,1.77,43.9,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1535.58
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,2.1,36.46,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2331.39
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,2.1,36.46,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1920.74
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,3.04,26.07,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2270.31
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,3.04,26.07,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1885.02
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,3.04,26.07,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2358.92
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,3.04,26.07,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1755.11
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,5.02,15.84,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2348.69
HDFS_Block_185,2.68,355.03,mapper184,740693,977.66,5.02,15.84,reducer9,150000,120,150,6.33,reducer9_Block_1,3.7,270.02,1744.88
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,1.74,43.79,reducer0,341739,480,3.8,250.14,reducer0_Block_1,0,0,2106.73
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,1.74,43.79,reducer1,150000,120,50,18.99,reducer1_Block_1,50,20,1535.58
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,2.07,36.35,reducer2,382530,480,4.48,212.22,reducer2_Block_1,3.7,270.02,2331.39
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,2.07,36.35,reducer3,150000,120,5.88,161.57,reducer3_Block_1,3.7,270.02,1920.74
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,2.98,25.96,reducer4,457419,480,5.88,161.53,reducer4_Block_1,3.7,270.02,2270.31
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,2.98,25.96,reducer5,150000,120,6.98,136.24,reducer5_Block_1,3.7,270.02,1885.02
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,2.98,25.96,reducer6,563904,480,3.8,250.14,reducer6_Block_1,3.7,270.02,2358.92
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,2.98,25.96,reducer7,150000,120,150,6.33,reducer7_Block_1,3.7,270.02,1755.11
HDFS_Block_57,2.68,355.03,mapper56,740738,977.77,4.91,15.95,reducer8,430890,480,3.8,250.14,reducer8_Block_1,3.7,270.02,2348.91
